# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 FPKM in experiment E-GEOD-50191
# Selected columns: 23 (all)
# Timestamp: Mon, 02-Nov-2020 23:33:03
Gene ID	Gene Name	vegetative meristem	internode 6-7	internode 7-8	growth zone of leaf 8	stomatal division zone of leaf 8	symmetrical division zone of leaf 8	mature leaf 8	primary root	root cortex	root differentiation zone	root elongation zone	secondary root	mature pollen	mature female spikelet	2-4 mm from tip of ear primordium	6-8 mm from tip of ear primordium	unpollinated silk	endosperm 12 days after pollination	endosperm crown	pericarp and aleurone	embryo 20 days after pollination	embryo 38 days after pollination	germinated embryo 2 days after imbibition
Zm00001d013503	Zm00001d013503	16.0	4.0	1.0	13.0	33.0	27.0	8.0	0.9	0.6	5.0	1.0	0.8	0.1	0.5	14.0	19.0	0.3	6.0	2.0	7.0	11.0	18.0	9.0
Zm00001d013504	Zm00001d013504	8.0	8.0	8.0	5.0	9.0	6.0	4.0	9.0	12.0	5.0	7.0	8.0	20.0	10.0	7.0	8.0	13.0	3.0	2.0	5.0	4.0	9.0	7.0
Zm00001d013505	proteasome component2	114.0	162.0	162.0	70.0	78.0	81.0	29.0	135.0	60.0	158.0	182.0	141.0	1.0	134.0	98.0	81.0	54.0	92.0	18.0	24.0	98.0	46.0	77.0
Zm00001d013506	Zm00001d013506	5.0	4.0	4.0	2.0	3.0	3.0	24.0	2.0	2.0	3.0	1.0	2.0		3.0	2.0	3.0	8.0	3.0	2.0	2.0	3.0	2.0	3.0
Zm00001d013507	Zm00001d013507	3.0	6.0	6.0	3.0	1.0	4.0	17.0	4.0	3.0	3.0	6.0	4.0	0.1	6.0	7.0	6.0	4.0	48.0	8.0	6.0	29.0	16.0	2.0
Zm00001d013509	Zm00001d013509	61.0	62.0	55.0	28.0	30.0	31.0	69.0	38.0	51.0	58.0	61.0	37.0	3.0	81.0	35.0	32.0	136.0	61.0	26.0	29.0	54.0	64.0	74.0
Zm00001d013510	Zm00001d013510																							0.1
Zm00001d013511	Zm00001d013511	8.0	3.0	1.0	13.0	17.0	10.0	23.0	0.2	0.3	0.9	0.1	0.2		0.6	8.0	9.0	0.8	3.0	4.0	5.0	2.0	4.0	5.0
Zm00001d013512	Zm00001d013512	12.0	8.0	8.0	9.0	9.0	12.0	14.0	7.0	12.0	4.0	5.0	7.0	66.0	9.0	16.0	20.0	6.0	13.0	5.0	14.0	11.0	6.0	10.0
Zm00001d013516	Zm00001d013516	2.0	0.7	0.3	0.5	1.0	1.0	0.7	0.2	0.4	0.9	0.5	0.2	0.4	0.1	0.9	0.7	0.4	0.5	0.6	1.0	0.5	0.9	0.7
Zm00001d013517	Zm00001d013517	30.0	22.0	29.0	8.0	10.0	8.0	12.0	12.0	18.0	9.0	8.0	12.0		51.0	6.0	6.0	51.0	10.0	5.0	4.0	6.0	12.0	8.0
Zm00001d013519	Zm00001d013519	2.0	1.0	0.8	5.0	6.0	5.0	0.1			0.1			0.1	1.0	3.0	3.0	0.1	2.0	0.1	0.1	0.3	0.3	0.1
Zm00001d013520	clavata3/esr-related5	3.0	0.7	2.0	6.0	24.0	15.0		0.1		0.5	0.1	0.2		0.1	0.8	2.0					2.0	0.6	0.3
Zm00001d013521	Zm00001d013521	4.0	3.0	3.0	6.0	13.0	11.0	0.2	1.0	0.3	3.0	0.3	1.0		0.8	10.0	11.0	0.3	2.0	0.1	0.7	3.0	2.0	1.0
Zm00001d013522	Zm00001d013522	0.2	2.0	0.4	2.0	0.3	0.1	2.0	9.0	38.0	0.1	4.0	7.0		3.0	0.4	0.5	20.0	0.2		3.0			5.0
Zm00001d013523	Zm00001d013523	10.0	11.0	11.0	11.0	13.0	12.0	12.0	8.0	11.0	9.0	7.0	7.0	2.0	9.0	10.0	10.0	10.0	16.0	7.0	7.0	14.0	9.0	10.0
Zm00001d013524	Zm00001d013524	20.0	11.0	13.0	24.0	27.0	26.0	11.0	3.0	2.0	4.0	4.0	2.0	10.0	9.0	22.0	25.0	5.0	13.0	3.0	8.0	13.0	6.0	4.0
Zm00001d013526	succinate dehydrogenase10	20.0	23.0	27.0	10.0	10.0	8.0	8.0	14.0	18.0	13.0	17.0	15.0	0.9	30.0	7.0	7.0	19.0	14.0	9.0	8.0	6.0	13.0	19.0
Zm00001d013527	Zm00001d013527	0.8	2.0	1.0	2.0	2.0	0.6	0.9	1.0	0.8	1.0	0.4	0.7	0.3	0.3	0.2	0.5	0.1				0.7	3.0	1.0
Zm00001d013528	Zm00001d013528	52.0	42.0	51.0	20.0	29.0	26.0	18.0	38.0	7.0	65.0	26.0	41.0	1.0	47.0	26.0	26.0	14.0	52.0	9.0	14.0	25.0	43.0	29.0
Zm00001d013529	Zm00001d013529	5.0	10.0	8.0	7.0	2.0	2.0	7.0	86.0	43.0	19.0	76.0	90.0	0.1	9.0	1.0	2.0	22.0	2.0	7.0	43.0	2.0	7.0	29.0
Zm00001d013530	Zm00001d013530	4.0	2.0	2.0	1.0	4.0	5.0	6.0	0.3	0.1	0.8	0.2	0.3	0.6	0.2	4.0	4.0	0.4	37.0	11.0	2.0	2.0	1.0	0.9
Zm00001d013531	Zm00001d013531	22.0	6.0	6.0	5.0	14.0	13.0	4.0	1.0	1.0	14.0	2.0	2.0	0.6	0.8	11.0	12.0	1.0	7.0	0.8	2.0	8.0	5.0	6.0
Zm00001d013532	Zm00001d013532	6.0	4.0	3.0	8.0	10.0	9.0	59.0	5.0	4.0	14.0	11.0	7.0	4.0	2.0	5.0	6.0	0.5	19.0	52.0	20.0	22.0	6.0	5.0
Zm00001d013533	Zm00001d013533							0.2																
Zm00001d013534	Zm00001d013534	7.0	5.0	5.0	14.0	9.0	5.0	56.0	0.8	2.0	2.0	0.2	0.8		10.0	4.0	5.0	11.0	2.0	2.0	3.0	2.0	6.0	5.0
Zm00001d013536	Zm00001d013536	3.0	1.0	2.0	3.0	1.0	2.0	12.0							2.0	0.8	1.0		1.0			0.7		
Zm00001d013540	Zm00001d013540	5.0	2.0	2.0	7.0	7.0	9.0	5.0	2.0	2.0	2.0	2.0	1.0	0.1	1.0	10.0	12.0	0.9	5.0	3.0	6.0	6.0	4.0	6.0
Zm00001d013541	Zm00001d013541		0.1		0.5	0.6	0.4	0.3								0.5	0.5		0.1		0.4	0.4	0.4	0.1
Zm00001d013542	argonaute108	22.0	12.0	11.0	32.0	36.0	42.0	1.0	8.0	0.7	28.0	5.0	9.0	25.0	6.0	26.0	32.0	2.0	14.0	12.0	7.0	16.0	6.0	8.0
Zm00001d013543	Zm00001d013543	18.0	14.0	16.0	21.0	32.0	28.0	18.0	13.0	6.0	19.0	11.0	13.0	1.0	16.0	28.0	29.0	7.0	23.0	8.0	14.0	23.0	19.0	20.0
Zm00001d013544	Zm00001d013544	6.0	7.0	7.0	5.0	6.0	5.0	5.0	5.0	3.0	5.0	4.0	4.0	3.0	4.0	4.0	4.0	1.0	3.0	1.0	3.0	3.0	4.0	4.0
Zm00001d013546	Zm00001d013546	19.0	8.0	11.0	6.0	8.0	10.0	12.0	4.0	11.0	2.0	3.0	3.0	0.5	13.0	10.0	12.0	12.0	2.0	5.0	7.0	6.0	7.0	4.0
Zm00001d013547	Homeobox-transcription factor 37	2.0	2.0	1.0	3.0	3.0	3.0	12.0	7.0	11.0	0.3	1.0	6.0	0.1	2.0	2.0	2.0	6.0	0.6	0.3	3.0	2.0	3.0	15.0
Zm00001d013548	Zm00001d013548	4.0	3.0	2.0	4.0	6.0	6.0	5.0	0.5	0.4	2.0	0.6	0.5		0.9	5.0	6.0	1.0	3.0	2.0	2.0	4.0	5.0	3.0
Zm00001d013549	Zm00001d013549	33.0	10.0	15.0	13.0	16.0	13.0	9.0	21.0	21.0	16.0	37.0	22.0	130.0	54.0	24.0	25.0	6.0	11.0	12.0	17.0	24.0	51.0	17.0
Zm00001d013550	Zm00001d013550	0.7	0.3	0.5		0.4	0.2		0.3	1.0	0.1		0.3		0.3	1.0	1.0	2.0	0.3	0.3	4.0	4.0	14.0	0.8
Zm00001d013551	Zm00001d013551	12.0	9.0	9.0	21.0	14.0	7.0	8.0	0.5	0.9	0.5	0.2	0.3		36.0	3.0	6.0	41.0	3.0	2.0	88.0	11.0	49.0	15.0
Zm00001d013552	Zm00001d013552	10.0	11.0	11.0	5.0	11.0	8.0	0.2	2.0	1.0	5.0	2.0	3.0	0.6	11.0	9.0	7.0	4.0	5.0	0.4	2.0	13.0	6.0	3.0
Zm00001d013553	Zm00001d013553	3.0	5.0	4.0	10.0	5.0	3.0	0.3	14.0	8.0	1.0	23.0	13.0		8.0	2.0	3.0	3.0	6.0	2.0	0.6	6.0	2.0	3.0
Zm00001d013554	Zm00001d013554	11.0	3.0	4.0	5.0	4.0	9.0	2.0	3.0	10.0	2.0	1.0	3.0		8.0	11.0	11.0	1.0	1.0	0.1	4.0	11.0	9.0	6.0
Zm00001d013555	Zm00001d013555	26.0	10.0	14.0	10.0	20.0	21.0	7.0	1.0	2.0	2.0	0.7	0.7		0.8	15.0	15.0	1.0	0.4	0.6	2.0	9.0	6.0	5.0
Zm00001d013557	Zm00001d013557	21.0	5.0	2.0	18.0	26.0	29.0	18.0	2.0	3.0	4.0	4.0	1.0	0.2	1.0	17.0	23.0	2.0	7.0	4.0	7.0	20.0	11.0	14.0
Zm00001d013559	Zm00001d013559	0.1	9.0	3.0	0.8	0.4	0.7							0.5	1.0							0.3		
Zm00001d013560	knotted related homeobox10		4.0	0.5	1.0	0.4	0.2							0.5	0.2		0.1					0.1		
Zm00001d013561	Zm00001d013561	0.1	0.3	0.1	0.1				5.0	0.2		0.4	3.0	0.1	0.3			2.0						0.1
Zm00001d013565	Zm00001d013565	20.0	2.0	3.0	3.0	1.0	6.0	0.9	0.2	0.8	0.3	0.2	0.4		15.0	15.0	10.0	0.2	3.0	0.8	0.4	8.0	0.5	0.5
Zm00001d013566	Zm00001d013566	59.0	54.0	74.0	41.0	90.0	68.0	0.1	16.0	0.6	37.0	4.0	15.0		28.0	42.0	45.0	0.4	5.0	1.0	0.4	20.0	2.0	3.0
Zm00001d013567	Zm00001d013567															0.1								
Zm00001d013568	responsive to abscisic acid15	2391.0	2649.0	2762.0	943.0	1139.0	654.0	2177.0	1502.0	295.0	2758.0	1984.0	1443.0	29.0	3416.0	301.0	372.0	3544.0	926.0	192.0	446.0	575.0	1339.0	2439.0
Zm00001d013569	Zm00001d013569	3.0	2.0	3.0	2.0	2.0	2.0	3.0	0.7	3.0	1.0	0.6	1.0	1.0	2.0	3.0	3.0	2.0	0.9	0.8	2.0	2.0	1.0	1.0
Zm00001d013570	Zm00001d013570																		0.1	6.0	2.0			0.1
Zm00001d013571	Zm00001d013571	0.3	1.0	0.8	1.0	0.7		2.0	3.0	8.0	0.1	3.0	3.0		0.4	0.3	0.5	1.0	9.0	4.0	4.0	6.0	1.0	9.0
Zm00001d013572	Zm00001d013572	3.0	2.0	3.0	1.0	3.0	2.0	0.6	2.0	1.0	3.0	0.7	2.0		0.6	1.0	1.0	0.3	3.0	0.6	2.0	2.0	6.0	3.0
Zm00001d013573	Zm00001d013573	8.0	61.0	34.0	52.0	25.0	13.0	9.0	25.0	7.0	8.0	34.0	21.0		70.0	3.0	7.0	47.0	4.0	0.3	2.0	9.0	12.0	8.0
Zm00001d013574	Zm00001d013574	3.0	1.0	2.0	5.0	6.0	5.0	2.0	0.6	1.0	1.0	1.0	0.5		1.0	4.0	5.0	0.8	2.0	0.3	0.7	3.0	1.0	2.0
Zm00001d013579	Zm00001d013579						0.1																	
Zm00001d013582	Zm00001d013582	22.0	11.0	13.0	10.0	10.0	23.0	5.0	8.0	17.0	5.0	6.0	9.0		9.0	24.0	24.0	10.0	3.0	0.4	7.0	8.0	8.0	8.0
Zm00001d013583	Zm00001d013583	59.0	75.0	71.0	45.0	23.0	52.0	61.0	59.0	152.0	26.0	62.0	58.0	31.0	96.0	61.0	67.0	89.0	27.0	35.0	37.0	46.0	55.0	80.0
Zm00001d013588	Zm00001d013588	18.0	0.8	2.0	0.1	0.2	12.0		1.0		2.0	3.0	1.0		11.0	23.0	23.0	5.0				3.0	1.0	8.0
Zm00001d013589	Zm00001d013589	8.0	3.0	0.6	9.0	8.0	8.0	5.0	1.0	2.0	2.0	2.0	0.7		0.5	8.0	10.0	0.6	3.0	2.0	3.0	5.0	5.0	4.0
Zm00001d013590	Zm00001d013590	20.0	29.0	37.0	17.0	11.0	15.0	4.0	20.0	6.0	14.0	21.0	22.0	0.9	15.0	12.0	12.0	5.0	7.0	2.0	6.0	6.0	11.0	12.0
Zm00001d013592	Zm00001d013592	0.2			0.1	0.2	0.2	0.3	0.1			0.1		0.8	0.1	0.1	0.2	0.2	0.1		0.2	0.8	2.0	0.7
Zm00001d013594	Zm00001d013594	2.0	2.0	1.0	0.1	0.1	0.1	1.0	0.2	2.0	0.1		0.4	0.1	0.1	2.0	1.0		2.0	7.0	5.0	0.6	0.9	1.0
Zm00001d013595	Zm00001d013595	37.0	14.0	29.0	3.0	7.0	30.0	1.0	16.0	34.0	1.0	14.0	15.0	1.0	19.0	31.0	30.0	8.0	12.0	2.0	2.0	41.0	10.0	21.0
Zm00001d013596	GNAT-transcription factor 22	2.0	0.3	0.3	0.1	0.2	0.4	15.0	0.7	2.0	0.1	0.2	0.8	1.0	2.0	1.0	0.6	1.0	0.2		1.0	1.0	0.4	1.0
Zm00001d013597	Zm00001d013597	12.0	15.0	14.0	11.0	13.0	14.0	7.0	14.0	7.0	18.0	11.0	13.0	0.1	7.0	11.0	11.0	6.0	10.0	4.0	6.0	9.0	8.0	13.0
Zm00001d013598	Zm00001d013598	3.0	1.0	2.0	0.6	2.0	2.0	1.0	50.0	146.0	0.7	0.2	63.0		3.0	3.0	4.0	0.2	0.4		0.1	5.0	1.0	3.0
Zm00001d013599	Zm00001d013599	13.0	7.0	7.0	8.0	15.0	17.0	7.0	4.0	4.0	4.0	3.0	3.0	0.2	3.0	11.0	10.0	3.0	5.0	2.0	4.0	9.0	10.0	13.0
Zm00001d013602	Zm00001d013602	0.1			0.1	0.1	0.1		0.1	0.1	0.2	0.1	0.1			0.1		0.2					0.1	0.2
Zm00001d013603	Zm00001d013603	18.0	12.0	14.0	7.0	13.0	18.0	0.2	3.0	1.0	3.0	2.0	2.0		0.7	23.0	18.0	0.3	0.9	0.1	0.4	9.0	4.0	2.0
Zm00001d013606	Zm00001d013606	6.0	1.0	0.9	6.0	12.0	10.0	4.0	0.3	0.3	3.0	0.9	0.3		0.1	5.0	7.0	0.4	3.0	2.0	4.0	6.0	8.0	5.0
Zm00001d013607	Zm00001d013607	33.0	40.0	37.0	56.0	56.0	71.0	29.0	24.0	7.0	58.0	22.0	26.0	0.7	19.0	54.0	53.0	12.0	56.0	12.0	22.0	37.0	26.0	45.0
Zm00001d013609	Zm00001d013609	4.0	4.0	3.0	3.0	4.0	3.0	2.0	3.0	3.0	4.0	4.0	3.0	0.6	2.0	4.0	4.0	2.0	2.0	0.2	2.0	5.0	5.0	3.0
Zm00001d013610	Zm00001d013610				0.1			0.7		0.4			0.6	0.4	0.1		0.1	2.0	0.2	0.3	5.0	0.4	0.5	6.0
Zm00001d013611	Zm00001d013611	5.0	2.0	4.0	0.9	1.0	1.0	2.0	2.0	4.0	0.7	1.0	2.0	1.0	7.0	2.0	2.0	5.0	3.0	0.9	2.0	2.0	1.0	2.0
Zm00001d013612	beta tubulin4	2.0	116.0	38.0	61.0	8.0	1.0	8.0	294.0	402.0	11.0	281.0	263.0	647.0	62.0	0.6	1.0	90.0	7.0	0.6	21.0	0.2	3.0	39.0
Zm00001d013614	Zm00001d013614	2.0	2.0	1.0	8.0	10.0	3.0	12.0	3.0	17.0	0.1	5.0	2.0	0.2	4.0	1.0	2.0	13.0	2.0	0.1	2.0	4.0	1.0	9.0
Zm00001d013615	Zm00001d013615	5.0	3.0	2.0	6.0	9.0	4.0	7.0	1.0	9.0			0.8	0.1	21.0	2.0	2.0	3.0	1.0		0.9	2.0	1.0	1.0
Zm00001d013618	Zm00001d013618			0.1					0.1				0.1		0.2			0.1			0.1	0.1		
Zm00001d013619	Zm00001d013619									0.2					0.3	0.2	0.1							1.0
Zm00001d013620	Zm00001d013620	6.0	4.0	3.0	9.0	15.0	10.0	6.0	5.0	4.0	5.0	6.0	5.0	3.0	3.0	8.0	11.0	3.0	13.0	8.0	8.0	9.0	5.0	8.0
Zm00001d013621	Zm00001d013621													0.8										
Zm00001d013624	Zm00001d013624	25.0	17.0	18.0	16.0	33.0	43.0	0.1	4.0	0.5	13.0	4.0	4.0	0.1	8.0	29.0	29.0	0.5	14.0	0.2	0.5	15.0	3.0	4.0
Zm00001d013625	LBD-transcription factor 26	12.0	12.0	16.0	7.0	4.0	3.0	4.0	12.0	19.0	2.0	5.0	7.0		3.0	4.0	4.0	6.0	0.1	0.1	0.3	2.0	0.9	7.0
Zm00001d013626	Zm00001d013626	42.0	39.0	42.0	48.0	64.0	45.0	19.0	23.0	23.0	38.0	31.0	21.0	1.0	53.0	38.0	43.0	60.0	67.0	11.0	18.0	57.0	21.0	23.0
Zm00001d013627	Zm00001d013627	15.0	13.0	12.0	8.0	9.0	9.0	6.0	13.0	12.0	10.0	9.0	11.0	2.0	5.0	10.0	10.0	7.0	4.0	8.0	13.0	10.0	19.0	22.0
Zm00001d013628	Zm00001d013628																		3.0	0.7	0.6			
Zm00001d013629	Zm00001d013629							0.3	6.0	15.0			5.0								0.1			
Zm00001d013630	WRKY-transcription factor 6						0.1	0.9													0.7			
Zm00001d013631	TATA-binding protein2	14.0	12.0	11.0	11.0	11.0	9.0	9.0	6.0	7.0	9.0	7.0	7.0	1.0	8.0	10.0	10.0	5.0	6.0	3.0	5.0	7.0	7.0	11.0
Zm00001d013632	Zm00001d013632	15.0	8.0	8.0	24.0	25.0	16.0	35.0	2.0	3.0	4.0	0.9	2.0		10.0	8.0	8.0	11.0	3.0	3.0	4.0	5.0	6.0	6.0
Zm00001d013635	Zm00001d013635	0.1	0.6	0.2				10.0	3.0	6.0			2.0		2.0	0.1	0.2	7.0	0.1	0.5	5.0		0.1	3.0
Zm00001d013636	Zm00001d013636		0.1			0.1																		
Zm00001d013638	Zm00001d013638	0.1	0.1	0.2	0.3	0.1	0.1	0.4	0.1	0.2			0.4	0.2	1.0	2.0	1.0	0.3	0.3	0.1	1.0	4.0	0.2	0.1
Zm00001d013639	Zm00001d013639	6.0	3.0	1.0	6.0	13.0	9.0	4.0	2.0	2.0	1.0	1.0	1.0	4.0	1.0	5.0	6.0	2.0	5.0	0.7	4.0	13.0	5.0	4.0
Zm00001d013641	Zm00001d013641	2.0	11.0	5.0	4.0	1.0	0.7		9.0	0.7	2.0	0.2	8.0		5.0	0.4	0.2	0.6						18.0
Zm00001d013642	Zm00001d013642	71.0	43.0	44.0	31.0	38.0	31.0	28.0	43.0	62.0	56.0	87.0	40.0	1.0	54.0	32.0	29.0	62.0	80.0	34.0	31.0	45.0	30.0	43.0
Zm00001d013643	Zm00001d013643	2.0	4.0	2.0	2.0	1.0	1.0	0.4	2.0	0.7	0.5	0.2	1.0		2.0	0.6	0.7	0.3	0.7		0.2	0.6	0.3	8.0
Zm00001d013644	Zm00001d013644	28.0	91.0	48.0	68.0	23.0	21.0	10.0	323.0	274.0	69.0	230.0	397.0	12.0	36.0	18.0	14.0	10.0	61.0	14.0	29.0	23.0	15.0	135.0
Zm00001d013645	Zm00001d013645	14.0	6.0	9.0	1.0	6.0	11.0	6.0	6.0	7.0	9.0	3.0	5.0	0.7	4.0	14.0	11.0	2.0	4.0	2.0	6.0	9.0	10.0	7.0
Zm00001d013646	Zm00001d013646	0.1						0.1	0.1								0.1		0.1		0.8	0.1		0.1
Zm00001d013647	dehydrin14	0.9	0.6	0.9					0.2	5.0	0.5	1.0	0.2	1616.0	7.0			5.0						
Zm00001d013648	Zm00001d013648	3.0	1.0	0.8	3.0	5.0	4.0	6.0	1.0	0.4	2.0	0.8	0.9	0.1	0.2	4.0	4.0	0.3	2.0	0.8	3.0	2.0	2.0	3.0
Zm00001d013651	Zm00001d013651	5.0	4.0	2.0	20.0	13.0	9.0	37.0	0.5	1.0	1.0	0.1	0.3		0.6	3.0	3.0	2.0	2.0	0.8	3.0	9.0	2.0	2.0
Zm00001d013652	Zm00001d013652	6.0	3.0	3.0	6.0	5.0	8.0	14.0	13.0	45.0	1.0	0.9	8.0	1.0	2.0	9.0	11.0	5.0	4.0	9.0	11.0	5.0	5.0	8.0
Zm00001d013653	Zm00001d013653	8.0	6.0	6.0	8.0	7.0	13.0	5.0	3.0	1.0	5.0	3.0	3.0		6.0	18.0	16.0	2.0	7.0	3.0	6.0	9.0	8.0	7.0
Zm00001d013654	Zm00001d013654	8.0	13.0	12.0	6.0	8.0	13.0	0.1	26.0	0.4	50.0	11.0	29.0		8.0	6.0	8.0	0.1	14.0	1.0	2.0	8.0	19.0	15.0
Zm00001d013655	nicotianamine synthase 4	0.3	0.8	0.4	0.1	0.1	0.1	0.8	0.6	1.0	0.3	0.2	1.0	0.1	2.0	0.2	0.2	2.0	0.2	0.1	0.5	22.0	12.0	13.0
Zm00001d013656	Zm00001d013656	24.0	17.0	11.0	33.0	25.0	14.0	87.0	6.0	10.0	20.0	8.0	6.0	0.9	9.0	15.0	14.0	17.0	41.0	10.0	9.0	16.0	9.0	19.0
Zm00001d013658	Zm00001d013658	14.0	9.0	10.0	7.0	9.0	13.0	6.0	11.0	20.0	5.0	6.0	9.0	0.9	12.0	10.0	9.0	21.0	15.0	16.0	9.0	19.0	11.0	12.0
Zm00001d013659	ameiotic1	0.1	0.1		0.1	0.1	0.2	0.2	0.2	0.4			0.2		0.1	0.2	0.3	0.2	0.4	2.0	0.8	0.2	0.2	0.1
Zm00001d013660	Zm00001d013660	0.7	0.4	0.2	0.8	0.3		0.3	3.0	27.0	0.4	1.0	2.0	828.0	3.0	0.3	0.6	25.0	0.4		0.1	0.2	0.5	2.0
Zm00001d013661	Zm00001d013661	11.0	2.0	7.0	4.0	3.0	12.0	3.0							26.0	0.5	3.0					3.0	0.6	2.0
Zm00001d013662	C2C2-YABBY-transcription factor 6	0.8	0.2	0.7	0.6	0.5	2.0	0.2							3.0	0.1	0.5					0.4	0.1	0.3
Zm00001d013663	Zm00001d013663	4.0	0.8	2.0	3.0	2.0	5.0	0.6							7.0	0.4	2.0					0.8		0.6
Zm00001d013664	Zm00001d013664	12.0	9.0	10.0	9.0	13.0	13.0	7.0	5.0	3.0	13.0	5.0	6.0	1.0	6.0	9.0	10.0	4.0	9.0	6.0	6.0	4.0	8.0	9.0
Zm00001d013667	Zm00001d013667	81.0	54.0	64.0	94.0	103.0	83.0	79.0	53.0	41.0	74.0	39.0	47.0	2.0	102.0	140.0	106.0	41.0	26.0	15.0	69.0	79.0	94.0	85.0
Zm00001d013668	Zm00001d013668	0.7	1.0	0.8	0.3	1.0	0.5		0.1		0.6	0.1	0.2	0.3	0.4	1.0	0.9		1.0			4.0	0.6	0.3
Zm00001d013669	Zm00001d013669	1197.0	538.0	942.0	279.0	652.0	498.0	237.0	264.0	361.0	202.0	152.0	219.0	25.0	1001.0	372.0	399.0	665.0	242.0	312.0	272.0	227.0	700.0	185.0
Zm00001d013672	puncate vascular expression1	20.0	27.0	24.0	20.0	22.0	19.0	5.0	45.0	29.0	12.0	22.0	50.0	12.0	20.0	24.0	23.0	6.0	12.0	6.0	19.0	11.0	20.0	15.0
Zm00001d013673	Zm00001d013673	49.0	77.0	79.0	32.0	21.0	18.0	8.0	68.0	60.0	27.0	99.0	72.0	0.3	77.0	12.0	13.0	32.0	13.0	10.0	12.0	10.0	33.0	25.0
Zm00001d013676	CCAAT-HAP2-transcription factor 210	6.0	8.0	6.0	11.0	9.0	7.0	2.0	1.0	2.0	1.0	0.9	0.8		0.6	14.0	15.0	0.8	1.0	0.4	0.9	6.0	2.0	2.0
Zm00001d013677	Zm00001d013677	5.0	10.0	8.0	5.0	10.0	4.0	3.0	5.0	1.0	14.0	3.0	5.0	10.0	7.0	4.0	4.0	5.0	9.0	0.2	1.0	6.0	4.0	7.0
Zm00001d013678	Zm00001d013678	26.0	8.0	4.0	18.0	45.0	25.0	15.0	2.0	2.0	15.0	4.0	2.0	0.1	3.0	13.0	17.0	4.0	12.0	3.0	7.0	10.0	15.0	13.0
Zm00001d013680	Zm00001d013680	11.0	8.0	6.0	19.0	20.0	19.0	14.0	6.0	6.0	8.0	7.0	5.0	123.0	3.0	14.0	16.0	3.0	16.0	13.0	18.0	13.0	11.0	15.0
Zm00001d013683	Zm00001d013683	15.0	13.0	13.0	18.0	16.0	20.0	13.0	10.0	8.0	18.0	9.0	10.0	8.0	6.0	19.0	17.0	4.0	20.0	10.0	14.0	15.0	17.0	26.0
Zm00001d013688	Zm00001d013688									0.3			0.1	76.0	0.4			0.2						
Zm00001d013689	nine-cis-epoxycarotenoid dioxygenase9	0.3	0.3	0.2			0.1	0.1	0.4	0.2		0.6	0.4		0.1	0.3	0.2	0.3			4.0	0.3	1.0	
Zm00001d013692	Zm00001d013692	26.0	27.0	29.0	10.0	14.0	13.0	12.0	23.0	13.0	36.0	16.0	22.0	0.3	14.0	10.0	9.0	10.0	14.0	6.0	9.0	11.0	26.0	17.0
Zm00001d013693	Zm00001d013693													0.3										
Zm00001d013694	single myb histone6	14.0	13.0	14.0	13.0	11.0	16.0	17.0	10.0	15.0	8.0	9.0	9.0	6.0	14.0	17.0	19.0	9.0	9.0	8.0	12.0	16.0	17.0	11.0
Zm00001d013695	Zm00001d013695	2.0	0.8	0.8	2.0	3.0	2.0	2.0		2.0	0.8					0.7			0.7	0.9	2.0	3.0	2.0	2.0
Zm00001d013697	Zm00001d013697	15.0	19.0	19.0	8.0	12.0	17.0	4.0	16.0	3.0	40.0	6.0	15.0		4.0	13.0	11.0	2.0	19.0	2.0	5.0	11.0	10.0	9.0
Zm00001d013699	Zm00001d013699	76.0	63.0	71.0	19.0	31.0	36.0	2.0	17.0	3.0	11.0	13.0	15.0	0.1	11.0	31.0	28.0	2.0	5.0	0.7	2.0	18.0	14.0	13.0
Zm00001d013700	Zm00001d013700	39.0	15.0	26.0	27.0	35.0	23.0	25.0	10.0	18.0	13.0	12.0	8.0	0.1	25.0	22.0	22.0	18.0	18.0	7.0	11.0	22.0	14.0	14.0
Zm00001d013702	Zm00001d013702	3.0	3.0	3.0	3.0	8.0	5.0	3.0	2.0	4.0	4.0	1.0	3.0	4.0	1.0	4.0	5.0	1.0	2.0	0.5	1.0	2.0	2.0	2.0
Zm00001d013703	Zm00001d013703	9.0	2.0	6.0	5.0	12.0	13.0	0.3	0.4	1.0	1.0	0.1	0.5		4.0	19.0	25.0	0.2	0.2		0.3	6.0	4.0	0.4
Zm00001d013704	Zm00001d013704													0.6						0.1	0.5			
Zm00001d013705	Zm00001d013705	18.0	8.0	11.0	5.0	18.0	15.0	0.8	1.0	0.1	2.0	0.5	1.0	0.4	5.0	23.0	21.0	0.5	2.0	2.0	2.0	6.0	2.0	1.0
Zm00001d013706	thylakoid assembly 9	17.0	7.0	10.0	18.0	18.0	20.0	26.0	2.0	4.0	5.0	0.7	3.0		17.0	20.0	20.0	13.0	7.0	0.5	3.0	21.0	8.0	7.0
Zm00001d013707	Aux/IAA-transcription factor 22	17.0	19.0	22.0	6.0	7.0	11.0	4.0	68.0	56.0	60.0	131.0	60.0		2.0	5.0	7.0	56.0	0.3	0.1	0.4	20.0	6.0	17.0
Zm00001d013708	Zm00001d013708	1.0	0.7	0.5	0.5	2.0	1.0	0.7	0.3	0.2	0.5	0.3	0.2		0.1	1.0	1.0		0.2	0.2	0.4	0.3	0.6	1.0
